,Network,maze_01.txt,maze_02.txt,maze_03.txt,maze_04.txt,maze_05.txt,maze_06.txt,maze_07.txt,maze_08.txt,maze_09.txt,maze_10.txt,maze_11.txt,maze_12.txt,maze_13.txt,maze_14.txt,maze_15.txt,maze_16.txt,maze_17.txt,maze_18.txt,maze_19.txt,maze_20.txt,std,mean,error
71,classification-xse_resnet50-pretrained-3.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,88.63636363636364,97.72727272727273,98.07692307692307,98.4375,79.6875,59.210526315789465,97.91666666666666,62.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,12.547499851426997,91.62438798516585,5.499184272630018
72,classification-xse_resnext18-pretrained-0.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,62.5,79.6875,59.210526315789465,97.91666666666666,62.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,76.78571428571429,14.293389364358552,89.21062986828274,6.264354088525333
73,classification-xse_resnext18-pretrained-1.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,57.8125,98.4375,69.73684210526315,97.91666666666666,62.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,13.472346030657926,91.51149922918499,5.9045159820263144
74,classification-xse_resnext18-pretrained-2.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,79.6875,98.68421052631578,97.91666666666666,97.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,6.712108676915621,95.80261765023764,2.9417113296941024
75,classification-xse_resnext18-pretrained-3.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,97.36842105263158,97.91666666666666,97.5,93.75,98.52941176470588,73.21428571428571,97.5,97.5,78.57142857142857,6.829498498391624,95.48385198607723,2.993159687348736
76,classification-xse_resnext18_deep-pretrained-0.pkl,97.22222222222221,98.33333333333333,98.33333333333333,67.3076923076923,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,79.6875,98.68421052631578,97.91666666666666,97.5,93.75,98.52941176470588,87.5,97.5,97.5,98.21428571428571,7.9468868879642445,94.77010849272848,3.482876741034002
77,classification-xse_resnext18_deep-pretrained-1.pkl,97.22222222222221,98.33333333333333,81.66666666666667,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,71.15384615384616,98.4375,79.6875,96.05263157894737,97.91666666666666,62.5,93.75,7.352941176470589,73.21428571428571,97.5,97.5,76.78571428571429,21.717281776725866,85.90296608920835,9.518018394498183
78,classification-xse_resnext18_deep-pretrained-2.pkl,97.22222222222221,71.66666666666667,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,43.18181818181818,65.9090909090909,98.07692307692307,98.4375,76.5625,97.36842105263158,97.91666666666666,62.5,27.083333333333332,75.0,73.21428571428571,97.5,27.500000000000004,76.78571428571429,23.773513631425846,78.88949719870773,10.41920173860167
79,classification-xse_resnext18_deep-pretrained-3.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,59.210526315789465,97.91666666666666,62.5,93.75,92.64705882352942,73.21428571428571,97.5,97.5,78.57142857142857,12.499842235055851,91.53183960217629,5.478297401339126
80,classification-xse_resnext18_deeper-pretrained-0.pkl,97.22222222222221,21.666666666666668,98.33333333333333,98.07692307692307,29.545454545454547,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,79.6875,59.210526315789465,97.91666666666666,97.5,60.416666666666664,98.52941176470588,98.21428571428571,97.5,97.5,78.57142857142857,23.791017079989764,84.97936634014421,10.42687296316427
81,classification-xse_resnext18_deeper-pretrained-1.pkl,97.22222222222221,71.66666666666667,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,62.5,98.4375,97.36842105263158,97.91666666666666,97.5,93.75,98.52941176470588,98.21428571428571,97.5,97.5,78.57142857142857,10.170561728954286,93.6036436527439,4.457445209478717
82,classification-xse_resnext18_deeper-pretrained-2.pkl,97.22222222222221,98.33333333333333,81.66666666666667,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,96.875,98.68421052631578,97.91666666666666,97.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,6.451665092786323,95.82865931690431,2.8275668962444103
83,classification-xse_resnext18_deeper-pretrained-3.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,84.0909090909091,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,79.6875,98.68421052631578,97.91666666666666,62.5,93.75,7.352941176470589,73.21428571428571,97.5,97.5,98.21428571428571,21.61235973739659,88.60364260567435,9.472034283291663
84,classification-xse_resnext50-pretrained-0.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,75.0,97.72727272727273,98.07692307692307,98.4375,98.4375,59.210526315789465,97.91666666666666,62.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,12.899243186684386,91.88006980334768,5.65334258625055
85,classification-xse_resnext50-pretrained-1.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,59.210526315789465,97.91666666666666,97.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,10.032697227203851,94.7664334397113,4.397023427549486
86,classification-xse_resnext50-pretrained-2.pkl,97.22222222222221,71.66666666666667,98.33333333333333,63.46153846153846,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,59.210526315789465,97.91666666666666,97.5,60.416666666666664,98.52941176470588,73.21428571428571,97.5,97.5,78.57142857142857,14.72825582995377,88.8451880184659,6.4549427202537055
87,classification-xse_resnext50-pretrained-3.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,79.6875,59.210526315789465,97.91666666666666,62.5,97.91666666666666,98.52941176470588,73.21428571428571,97.5,97.5,98.21428571428571,12.598120117013066,92.0789334397113,5.521369582188369
88,classification-xse_resnext50_deep-pretrained-0.pkl,91.66666666666666,98.33333333333333,61.66666666666667,98.07692307692307,97.72727272727273,6.8181818181818175,88.63636363636364,25.0,71.15384615384616,62.5,10.9375,11.842105263157894,22.916666666666664,7.5,6.25,7.352941176470589,73.21428571428571,42.5,12.5,98.21428571428571,37.67098326647388,49.740351930706034,16.51003635516616
89,classification-xse_resnext50_deep-pretrained-1.pkl,97.22222222222221,18.333333333333332,18.333333333333332,40.38461538461539,29.545454545454547,6.8181818181818175,43.18181818181818,25.0,98.07692307692307,17.1875,10.9375,67.10526315789474,81.25,7.5,6.25,98.52941176470588,98.21428571428571,97.5,12.5,80.35714285714286,37.23673084613624,47.71134926949555,16.319716840637483
90,classification-xse_resnext50_deep-pretrained-2.pkl,55.55555555555556,98.33333333333333,98.33333333333333,67.3076923076923,97.72727272727273,47.72727272727273,65.9090909090909,97.72727272727273,13.461538461538462,51.5625,10.9375,88.1578947368421,22.916666666666664,42.5,97.91666666666666,7.352941176470589,73.21428571428571,42.5,37.5,37.5,31.42268342327302,57.70704085216469,13.771598209299276
91,classification-xse_resnext50_deep-pretrained-3.pkl,97.22222222222221,98.33333333333333,98.33333333333333,67.3076923076923,97.72727272727273,6.8181818181818175,88.63636363636364,97.72727272727273,98.07692307692307,57.8125,10.9375,11.842105263157894,97.91666666666666,97.5,6.25,98.52941176470588,73.21428571428571,87.5,12.5,78.57142857142857,37.08687919688811,69.13782465814201,16.254041459682664
92,classification-xse_resnext50_deeper-pretrained-0.pkl,97.22222222222221,26.666666666666668,98.33333333333333,67.3076923076923,97.72727272727273,97.72727272727273,88.63636363636364,97.72727272727273,98.07692307692307,62.5,10.9375,88.1578947368421,43.75,27.500000000000004,93.75,98.52941176470588,69.64285714285714,97.5,22.5,78.57142857142857,30.35548741960157,73.13820558204266,13.303878938632282
93,classification-xse_resnext50_deeper-pretrained-1.pkl,97.22222222222221,98.33333333333333,98.33333333333333,67.3076923076923,97.72727272727273,97.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,98.4375,98.4375,96.05263157894737,22.916666666666664,97.5,97.91666666666666,98.52941176470588,98.21428571428571,97.5,97.5,76.78571428571429,18.050525588134523,91.4986485929791,7.91099163995496
94,classification-xse_resnext50_deeper-pretrained-2.pkl,97.22222222222221,98.33333333333333,83.33333333333334,67.3076923076923,29.545454545454547,47.72727272727273,97.72727272727273,97.72727272727273,98.07692307692307,57.8125,95.3125,17.105263157894736,97.91666666666666,42.5,97.91666666666666,10.294117647058822,98.21428571428571,97.5,22.5,78.57142857142857,32.022181491699484,71.63221027123892,14.03433982224203
95,classification-xse_resnext50_deeper-pretrained-3.pkl,97.22222222222221,98.33333333333333,98.33333333333333,98.07692307692307,97.72727272727273,97.72727272727273,97.72727272727273,65.9090909090909,98.07692307692307,98.4375,96.875,17.105263157894736,97.91666666666666,62.5,93.75,98.52941176470588,98.21428571428571,97.5,22.5,78.57142857142857,24.956483931330013,85.5516600004313,10.937661331767679
